ID,Nama,Jenis Kelamin,Usia,Tingkat Pendidikan,Pendapatan,Pengeluaran,Jam Kerja,Wilayah,Promo,Skor Loyalitas,Skor Kesehatan,Departemen,Pengalaman (Tahun),Hasil
1511,Individu-1511,Perempuan,31,SMA,28550.16,18549.24,40,Rural,No,81.13,96.25,Marketing,35,High Performer
1512,Individu-1512,Perempuan,54,SMA,14459.74,749.71,35,Suburban,No,30.97,59.22,Marketing,24,Low Performer
1513,Individu-1513,Perempuan,50,SMA,25566.48,5426.5,26,Urban,No,9.55,86.73,Marketing,35,Low Performer
1514,Individu-1514,Perempuan,65,Magister,15308.54,14192.21,13,Urban,Yes,53.78,99.6,Finance,18,Average
1515,Individu-1515,Perempuan,20,Magister,2047.7,14359.27,79,Urban,Yes,26.87,92.06,IT,32,Low Performer
1516,Individu-1516,Perempuan,19,Diploma,26831.28,6000.11,30,Urban,No,91.63,56.78,Finance,9,Average
1517,Individu-1517,Perempuan,26,Diploma,23830.63,7348.24,34,Suburban,No,56.89,84.74,Marketing,24,Average
1518,Individu-1518,Laki-Laki,25,Doktor,18424.4,11835.7,78,Suburban,Yes,88.38,81.99,Operations,2,High Performer
1519,Individu-1519,Laki-Laki,55,Magister,25875.64,6762.21,53,Rural,No,60.86,79.66,Finance,31,Average
1520,Individu-1520,Laki-Laki,40,Doktor,13762.06,8241.35,64,Suburban,No,44.61,91.08,Operations,13,Low Performer
1521,Individu-1521,Perempuan,21,Sarjana,9947.04,17722.72,24,Suburban,Yes,56.87,53.39,Marketing,36,Average
1522,Individu-1522,Perempuan,22,Sarjana,4770.91,6618.52,21,Suburban,Yes,3.72,78.26,Marketing,24,Low Performer
1523,Individu-1523,Perempuan,18,Sarjana,26691.14,3685.6,19,Urban,No,64.21,72.06,Marketing,22,Average
1524,Individu-1524,Perempuan,34,Diploma,9109.67,13454.04,31,Urban,Yes,86.38,74.03,Finance,17,Average
1525,Individu-1525,Perempuan,53,Magister,13870.72,19997.68,72,Urban,Yes,16.27,98.45,Finance,11,Low Performer
1526,Individu-1526,Laki-Laki,53,Diploma,3608.61,9823.7,71,Rural,Yes,43.62,92.94,Finance,19,Low Performer
1527,Individu-1527,Laki-Laki,37,SMA,28168.32,568.89,24,Urban,Yes,5.77,78.36,IT,2,Low Performer
1528,Individu-1528,Laki-Laki,53,Magister,9381.71,18694.26,11,Rural,No,62.33,91.43,Operations,19,Average
1529,Individu-1529,Perempuan,45,Doktor,2546.05,4352.76,33,Rural,No,47.47,71.75,HR,16,Low Performer
1530,Individu-1530,Perempuan,64,Diploma,28958.73,4068.18,62,Suburban,No,67.9,58.64,Finance,8,Average
1531,Individu-1531,Perempuan,27,Diploma,3784.91,10001.0,12,Rural,No,9.65,74.81,HR,21,Low Performer
1532,Individu-1532,Perempuan,45,SMA,13574.07,18255.0,51,Rural,No,72.29,62.2,HR,27,Average
1533,Individu-1533,Laki-Laki,50,Magister,26112.44,5923.06,24,Rural,Yes,13.79,62.16,HR,34,Low Performer
1534,Individu-1534,Perempuan,41,SMA,19459.75,9580.45,40,Suburban,Yes,22.72,82.38,HR,26,Low Performer
1535,Individu-1535,Perempuan,42,Doktor,16461.97,17533.38,14,Rural,Yes,30.43,64.72,Marketing,4,Low Performer
1536,Individu-1536,Perempuan,54,Magister,22641.17,2101.51,53,Urban,Yes,14.61,65.02,Finance,36,Low Performer
1537,Individu-1537,Laki-Laki,50,Sarjana,26941.22,12849.99,57,Urban,No,23.67,89.75,HR,31,Low Performer
1538,Individu-1538,Laki-Laki,40,Magister,25152.94,16396.99,79,Rural,Yes,94.58,59.28,Operations,3,Average
1539,Individu-1539,Perempuan,56,Magister,26440.24,16720.09,64,Rural,Yes,36.71,65.22,Marketing,15,Low Performer
1540,Individu-1540,Laki-Laki,29,SMA,22058.09,16396.41,14,Rural,No,48.65,53.13,IT,8,Low Performer
1541,Individu-1541,Perempuan,48,Magister,16534.45,13281.29,14,Rural,Yes,37.58,60.41,Operations,20,Low Performer
1542,Individu-1542,Laki-Laki,28,Diploma,14554.0,18311.36,74,Rural,No,91.65,85.04,Marketing,27,High Performer
1543,Individu-1543,Perempuan,23,Doktor,22126.92,7528.25,64,Urban,No,79.67,75.68,Marketing,8,Average
1544,Individu-1544,Laki-Laki,51,Diploma,12787.26,1025.73,20,Rural,No,58.96,65.49,IT,30,Average
1545,Individu-1545,Perempuan,38,SMA,16676.96,18369.25,23,Suburban,Yes,23.19,68.45,Finance,36,Low Performer
1546,Individu-1546,Laki-Laki,57,Doktor,14434.31,687.75,13,Rural,Yes,32.01,94.68,IT,28,Low Performer
1547,Individu-1547,Laki-Laki,29,SMA,28226.51,1550.43,16,Urban,No,78.79,51.76,Marketing,24,Average
1548,Individu-1548,Perempuan,26,Doktor,17821.9,9004.11,43,Suburban,No,81.01,58.24,Operations,37,Average
1549,Individu-1549,Perempuan,42,SMA,11779.28,17371.75,27,Urban,No,55.34,93.51,IT,28,Average
1550,Individu-1550,Perempuan,44,Sarjana,6983.75,11518.17,39,Rural,Yes,77.86,99.59,HR,16,Average
1551,Individu-1551,Laki-Laki,28,Doktor,19816.61,7624.8,25,Rural,No,68.76,55.01,HR,5,Average
1552,Individu-1552,Laki-Laki,21,Magister,22403.35,1070.97,70,Rural,Yes,66.96,87.03,IT,20,Average
1553,Individu-1553,Laki-Laki,32,SMA,26187.85,17003.36,45,Rural,No,34.01,87.89,Operations,11,Low Performer
1554,Individu-1554,Laki-Laki,40,Doktor,1747.53,14055.66,13,Urban,Yes,76.15,80.72,Operations,28,Average
1555,Individu-1555,Laki-Laki,24,Doktor,22978.7,18530.39,21,Urban,Yes,11.13,56.86,Marketing,22,Low Performer
1556,Individu-1556,Laki-Laki,50,Sarjana,19595.03,13940.23,38,Suburban,Yes,15.51,96.56,HR,2,Low Performer
1557,Individu-1557,Perempuan,32,Magister,23123.41,6048.57,50,Suburban,No,38.96,73.12,Finance,14,Low Performer
1558,Individu-1558,Perempuan,54,Diploma,14342.46,8302.36,43,Suburban,Yes,17.39,92.73,Marketing,3,Low Performer
1559,Individu-1559,Perempuan,65,Magister,11173.26,12078.34,28,Urban,Yes,48.31,89.38,HR,32,Low Performer
1560,Individu-1560,Perempuan,46,SMA,13922.88,2399.89,27,Suburban,No,64.51,86.31,Marketing,7,Average
1561,Individu-1561,Laki-Laki,23,Diploma,9348.79,9699.27,68,Urban,Yes,31.73,85.46,Marketing,23,Low Performer
1562,Individu-1562,Perempuan,51,Magister,4182.24,14578.73,55,Suburban,Yes,52.8,67.22,Operations,15,Average
1563,Individu-1563,Laki-Laki,37,Doktor,6202.86,13672.58,47,Suburban,No,87.15,52.21,Marketing,20,Average
1564,Individu-1564,Perempuan,24,Doktor,15982.44,13331.51,58,Rural,No,62.7,83.27,Finance,27,Average
1565,Individu-1565,Laki-Laki,21,Sarjana,15997.42,13760.12,16,Suburban,No,44.22,64.56,Finance,23,Low Performer
1566,Individu-1566,Perempuan,61,Doktor,2340.56,2522.17,51,Urban,No,75.95,83.37,HR,20,Average
1567,Individu-1567,Laki-Laki,22,Sarjana,20233.61,8711.58,61,Urban,Yes,6.26,64.85,Finance,13,Low Performer
1568,Individu-1568,Perempuan,26,Magister,8003.3,15673.38,39,Rural,Yes,48.65,81.7,Finance,18,Low Performer
1569,Individu-1569,Laki-Laki,60,Doktor,27316.05,12810.61,12,Rural,No,72.68,56.52,Marketing,6,Average
1570,Individu-1570,Laki-Laki,56,Diploma,17911.12,16599.29,71,Rural,No,25.02,55.03,IT,20,Low Performer
1571,Individu-1571,Perempuan,50,Sarjana,2637.27,18806.89,68,Urban,Yes,69.64,52.89,Marketing,8,Average
1572,Individu-1572,Perempuan,58,Doktor,18514.96,4417.42,62,Suburban,No,13.53,50.7,IT,7,Low Performer
1573,Individu-1573,Laki-Laki,46,Magister,28513.46,10377.88,65,Rural,No,81.81,92.15,HR,31,High Performer
1574,Individu-1574,Perempuan,29,Sarjana,26731.76,9638.87,41,Suburban,Yes,43.94,55.8,Finance,37,Low Performer
1575,Individu-1575,Perempuan,63,Sarjana,25310.64,8926.26,63,Suburban,Yes,72.08,67.29,HR,11,Average
1576,Individu-1576,Perempuan,22,Diploma,17700.12,2855.77,53,Rural,No,68.98,63.29,Operations,7,Average
1577,Individu-1577,Perempuan,65,SMA,24950.84,3190.96,43,Urban,No,79.16,93.03,Finance,11,Average
1578,Individu-1578,Perempuan,21,SMA,12189.11,4349.88,12,Rural,No,99.99,88.1,Finance,4,High Performer
1579,Individu-1579,Perempuan,35,Doktor,3545.77,19125.22,67,Suburban,Yes,56.87,50.08,Finance,38,Average
1580,Individu-1580,Perempuan,51,Diploma,25326.45,4961.02,44,Rural,Yes,28.32,69.95,HR,25,Low Performer
1581,Individu-1581,Perempuan,62,Diploma,12806.03,16521.98,34,Urban,No,29.8,83.02,Finance,1,Low Performer
1582,Individu-1582,Laki-Laki,43,Sarjana,16553.79,13538.53,38,Urban,No,14.57,84.14,IT,33,Low Performer
1583,Individu-1583,Laki-Laki,61,SMA,13070.91,9336.64,65,Urban,Yes,18.58,72.92,Finance,39,Low Performer
1584,Individu-1584,Laki-Laki,38,Diploma,13865.97,5128.3,55,Suburban,No,56.43,52.45,Marketing,14,Average
1585,Individu-1585,Laki-Laki,22,Diploma,22249.06,8256.93,66,Suburban,No,7.7,77.37,IT,7,Low Performer
1586,Individu-1586,Laki-Laki,33,Magister,1879.09,9853.62,46,Suburban,No,44.03,92.36,Finance,40,Low Performer
1587,Individu-1587,Perempuan,31,Diploma,18544.19,6354.94,42,Suburban,No,22.6,64.17,IT,33,Low Performer
1588,Individu-1588,Laki-Laki,56,Magister,20870.2,17847.94,29,Urban,Yes,24.77,90.79,Marketing,11,Low Performer
1589,Individu-1589,Laki-Laki,18,Magister,7854.4,15664.22,35,Urban,No,59.54,58.48,HR,9,Average
1590,Individu-1590,Perempuan,39,Diploma,13968.06,4035.47,69,Suburban,Yes,30.72,97.28,HR,7,Low Performer
1591,Individu-1591,Perempuan,51,Doktor,7111.61,11347.1,31,Suburban,No,98.8,53.28,Finance,8,Average
1592,Individu-1592,Laki-Laki,23,Magister,10263.96,16565.66,11,Suburban,No,40.21,76.82,Operations,14,Low Performer
1593,Individu-1593,Perempuan,44,Doktor,24017.75,2556.32,62,Rural,Yes,83.61,61.88,Finance,19,Average
1594,Individu-1594,Laki-Laki,26,Sarjana,3249.45,12241.62,68,Urban,No,84.7,68.61,Finance,3,Average
1595,Individu-1595,Perempuan,28,Magister,9079.0,19247.81,75,Rural,Yes,80.04,60.76,Marketing,17,Average
1596,Individu-1596,Perempuan,60,Doktor,20041.16,9902.79,74,Suburban,Yes,49.12,64.12,Finance,2,Low Performer
1597,Individu-1597,Perempuan,24,Diploma,7775.07,13868.82,29,Rural,No,70.93,51.7,IT,3,Average
1598,Individu-1598,Laki-Laki,31,Doktor,21810.94,8828.1,13,Urban,Yes,91.45,52.08,Marketing,35,Average
1599,Individu-1599,Laki-Laki,57,SMA,28750.73,12558.02,16,Rural,No,62.6,98.85,Marketing,12,Average
1600,Individu-1600,Perempuan,34,Sarjana,19845.39,4232.99,16,Suburban,Yes,21.64,56.17,IT,20,Low Performer
1601,Individu-1601,Laki-Laki,52,Sarjana,21220.06,7797.67,78,Rural,Yes,9.25,89.89,Finance,20,Low Performer
1602,Individu-1602,Laki-Laki,42,Doktor,21424.59,10141.91,76,Suburban,Yes,67.02,59.24,Marketing,38,Average
1603,Individu-1603,Perempuan,40,SMA,16976.53,16257.99,27,Urban,Yes,46.22,62.95,Marketing,20,Low Performer
1604,Individu-1604,Laki-Laki,63,Diploma,5753.03,13448.33,46,Rural,No,47.2,87.13,Operations,23,Low Performer
1605,Individu-1605,Laki-Laki,65,SMA,5010.08,18828.78,39,Rural,No,58.73,89.53,IT,32,Average
1606,Individu-1606,Laki-Laki,34,Diploma,10549.83,17452.73,27,Rural,Yes,5.27,90.3,Operations,27,Low Performer
1607,Individu-1607,Laki-Laki,54,Diploma,14729.83,14614.85,24,Rural,Yes,13.82,52.92,IT,38,Low Performer
1608,Individu-1608,Perempuan,24,Diploma,16636.42,10079.75,52,Rural,No,22.72,74.37,IT,31,Low Performer
1609,Individu-1609,Laki-Laki,39,Sarjana,2499.88,2655.6,27,Urban,Yes,21.12,57.85,Finance,22,Low Performer
1610,Individu-1610,Laki-Laki,64,Diploma,17552.15,4605.08,75,Urban,Yes,2.25,85.37,Marketing,34,Low Performer
1611,Individu-1611,Perempuan,23,SMA,20173.98,7736.28,70,Rural,No,3.95,69.57,IT,11,Low Performer
1612,Individu-1612,Laki-Laki,57,Sarjana,9946.42,14241.65,41,Suburban,No,24.71,51.59,Operations,17,Low Performer
1613,Individu-1613,Laki-Laki,54,Sarjana,28008.24,4361.53,41,Urban,Yes,59.18,61.36,Operations,4,Average
1614,Individu-1614,Laki-Laki,65,SMA,7088.95,4591.91,26,Urban,Yes,7.72,91.02,HR,40,Low Performer
1615,Individu-1615,Perempuan,22,SMA,12432.86,5098.13,31,Rural,No,46.66,78.62,Marketing,33,Low Performer
1616,Individu-1616,Laki-Laki,61,Doktor,17572.23,9052.99,54,Suburban,Yes,48.54,53.61,IT,29,Low Performer
1617,Individu-1617,Perempuan,29,Doktor,26418.61,11398.24,63,Urban,Yes,45.88,51.08,Finance,17,Low Performer
1618,Individu-1618,Laki-Laki,48,Doktor,22447.51,3471.71,80,Rural,No,98.49,83.9,Finance,30,High Performer
1619,Individu-1619,Perempuan,52,Doktor,25509.09,6430.22,61,Suburban,Yes,34.04,66.44,Finance,40,Low Performer
1620,Individu-1620,Perempuan,35,Doktor,10759.5,951.56,51,Urban,No,45.93,56.48,HR,35,Low Performer
1621,Individu-1621,Perempuan,51,SMA,19122.71,11009.33,38,Suburban,Yes,73.84,96.83,Operations,5,Average
1622,Individu-1622,Perempuan,64,SMA,15648.57,18306.27,44,Urban,Yes,89.68,95.75,Finance,16,High Performer
1623,Individu-1623,Laki-Laki,46,Magister,20768.32,6936.38,42,Urban,Yes,96.43,54.87,HR,1,Average
1624,Individu-1624,Laki-Laki,57,Magister,9949.11,7197.5,52,Suburban,No,81.06,50.92,Operations,20,Average
1625,Individu-1625,Perempuan,26,Diploma,24243.5,6768.15,30,Rural,No,18.07,86.87,Operations,2,Low Performer
1626,Individu-1626,Perempuan,39,Doktor,14714.12,4775.69,28,Suburban,Yes,12.68,75.07,Operations,27,Low Performer
1627,Individu-1627,Laki-Laki,40,Diploma,14979.11,7318.62,53,Urban,Yes,74.83,50.34,IT,36,Average
1628,Individu-1628,Perempuan,49,Magister,15438.51,12610.6,48,Urban,Yes,64.02,73.3,Operations,31,Average
1629,Individu-1629,Perempuan,28,SMA,15543.26,7683.69,23,Suburban,Yes,71.18,86.18,IT,20,Average
1630,Individu-1630,Perempuan,24,SMA,8737.62,14418.37,29,Suburban,Yes,33.38,53.82,HR,19,Low Performer
1631,Individu-1631,Perempuan,64,Diploma,15270.17,17202.57,29,Suburban,Yes,81.21,58.11,Finance,14,Average
1632,Individu-1632,Laki-Laki,53,Diploma,22996.42,2162.47,11,Suburban,No,51.46,57.76,IT,1,Average
1633,Individu-1633,Laki-Laki,47,Doktor,11610.92,18988.13,54,Rural,No,63.42,78.25,Marketing,33,Average
1634,Individu-1634,Perempuan,62,Diploma,14707.86,18763.09,18,Suburban,Yes,65.61,87.18,IT,19,Average
1635,Individu-1635,Laki-Laki,54,Magister,4346.91,9567.09,29,Urban,No,42.79,54.22,HR,2,Low Performer
1636,Individu-1636,Perempuan,54,Doktor,25049.36,4667.12,30,Rural,No,14.73,95.3,HR,23,Low Performer
1637,Individu-1637,Perempuan,20,Doktor,9860.51,923.64,47,Rural,Yes,57.42,63.89,HR,24,Average
1638,Individu-1638,Perempuan,35,Doktor,4973.02,12289.79,42,Rural,Yes,67.58,65.78,Marketing,27,Average
1639,Individu-1639,Perempuan,60,SMA,17360.15,12686.42,15,Urban,Yes,72.6,83.63,Marketing,30,Average
1640,Individu-1640,Laki-Laki,36,Magister,18980.32,13542.52,23,Urban,Yes,98.07,53.48,Marketing,35,Average
1641,Individu-1641,Laki-Laki,50,Doktor,14825.63,16315.98,16,Suburban,No,41.2,54.28,HR,15,Low Performer
1642,Individu-1642,Laki-Laki,19,Sarjana,29166.05,3676.53,47,Rural,Yes,56.82,79.59,HR,38,Average
1643,Individu-1643,Perempuan,18,Sarjana,3508.38,16695.12,13,Rural,Yes,39.79,62.85,HR,5,Low Performer
1644,Individu-1644,Laki-Laki,51,Magister,10269.69,16687.21,26,Rural,Yes,53.94,95.75,IT,32,Average
1645,Individu-1645,Laki-Laki,24,Magister,10540.52,15394.62,71,Suburban,No,55.0,50.37,IT,16,Average
1646,Individu-1646,Perempuan,55,SMA,17231.85,12181.05,11,Suburban,Yes,2.47,68.19,Marketing,31,Low Performer
1647,Individu-1647,Perempuan,25,Magister,24230.8,10183.97,18,Urban,No,69.22,71.48,Marketing,31,Average
1648,Individu-1648,Laki-Laki,32,Sarjana,21652.09,19013.16,33,Rural,Yes,78.52,96.13,Marketing,9,Average
1649,Individu-1649,Laki-Laki,30,Sarjana,26504.77,6023.79,69,Urban,Yes,2.17,78.46,Operations,25,Low Performer
1650,Individu-1650,Laki-Laki,19,Doktor,8108.42,16226.23,74,Suburban,No,55.65,61.85,HR,23,Average
1651,Individu-1651,Perempuan,27,Doktor,2542.3,498.55,58,Rural,Yes,72.49,77.08,HR,9,Average
1652,Individu-1652,Perempuan,61,Sarjana,15309.8,18387.22,33,Urban,Yes,90.97,97.75,Finance,32,High Performer
1653,Individu-1653,Perempuan,25,Doktor,23231.39,11856.68,21,Rural,Yes,5.7,98.6,HR,11,Low Performer
1654,Individu-1654,Perempuan,61,Sarjana,9004.52,2417.99,17,Rural,No,12.46,55.21,Operations,17,Low Performer
1655,Individu-1655,Laki-Laki,62,SMA,26271.2,18559.95,14,Rural,No,3.68,94.77,IT,40,Low Performer
1656,Individu-1656,Laki-Laki,52,Magister,8462.14,12546.47,52,Rural,No,53.12,99.54,Finance,26,Average
1657,Individu-1657,Laki-Laki,45,Diploma,8120.76,6580.84,12,Rural,Yes,39.6,51.45,HR,10,Low Performer
1658,Individu-1658,Perempuan,35,Sarjana,11424.46,12726.59,21,Rural,Yes,55.46,66.09,HR,22,Average
1659,Individu-1659,Perempuan,43,SMA,4745.21,5872.8,36,Rural,Yes,88.92,94.42,Finance,20,High Performer
1660,Individu-1660,Perempuan,63,Doktor,20212.45,13883.61,29,Urban,Yes,79.79,86.05,Operations,17,Average
1661,Individu-1661,Perempuan,30,Sarjana,3635.06,11943.7,53,Rural,Yes,41.26,77.21,Operations,7,Low Performer
1662,Individu-1662,Laki-Laki,37,Doktor,16366.11,6808.58,43,Rural,No,88.4,61.25,Marketing,12,Average
1663,Individu-1663,Perempuan,49,Doktor,17611.89,1987.51,77,Rural,Yes,29.93,53.98,HR,26,Low Performer
1664,Individu-1664,Laki-Laki,42,Sarjana,14995.48,5118.49,75,Suburban,No,46.21,88.01,Finance,1,Low Performer
1665,Individu-1665,Laki-Laki,47,Sarjana,3673.34,15383.3,62,Suburban,Yes,46.7,78.11,Marketing,18,Low Performer
1666,Individu-1666,Perempuan,58,Diploma,4138.93,4615.34,76,Suburban,Yes,69.59,74.76,Operations,38,Average
1667,Individu-1667,Laki-Laki,41,Doktor,10343.25,13984.85,69,Urban,Yes,43.22,92.76,HR,4,Low Performer
1668,Individu-1668,Laki-Laki,28,SMA,28974.01,5590.34,53,Suburban,Yes,12.39,95.06,Finance,16,Low Performer
1669,Individu-1669,Perempuan,32,Magister,20963.16,9271.52,47,Suburban,No,14.5,91.31,IT,33,Low Performer
1670,Individu-1670,Perempuan,39,Magister,9451.87,5369.89,16,Urban,Yes,92.11,68.39,Marketing,12,Average
1671,Individu-1671,Perempuan,62,Doktor,8471.04,9276.42,39,Suburban,Yes,77.08,84.96,Finance,40,Average
1672,Individu-1672,Laki-Laki,31,Sarjana,23709.48,10012.49,65,Suburban,Yes,1.97,96.0,Operations,38,Low Performer
1673,Individu-1673,Perempuan,26,Magister,15910.28,9464.3,67,Rural,Yes,30.01,67.81,IT,7,Low Performer
1674,Individu-1674,Perempuan,42,Sarjana,19087.07,3989.22,40,Urban,Yes,45.15,80.76,Finance,32,Low Performer
1675,Individu-1675,Laki-Laki,31,Sarjana,15231.69,11124.24,77,Urban,Yes,32.8,99.32,HR,3,Low Performer
1676,Individu-1676,Laki-Laki,42,Sarjana,7908.96,679.98,46,Rural,No,8.05,52.4,Operations,16,Low Performer
1677,Individu-1677,Laki-Laki,43,SMA,18894.76,17609.56,68,Rural,Yes,34.18,85.2,Marketing,39,Low Performer
1678,Individu-1678,Laki-Laki,62,SMA,26434.96,12188.22,39,Rural,No,93.21,89.73,IT,33,High Performer
1679,Individu-1679,Perempuan,47,Sarjana,3711.87,14689.53,44,Suburban,No,61.28,51.68,HR,16,Average
1680,Individu-1680,Laki-Laki,42,SMA,23858.63,766.38,69,Urban,No,5.76,97.5,Operations,26,Low Performer
1681,Individu-1681,Laki-Laki,50,Diploma,10186.96,5556.51,73,Urban,Yes,99.9,65.13,Operations,35,Average
1682,Individu-1682,Perempuan,61,Diploma,21379.36,6116.72,60,Rural,No,53.71,63.67,HR,19,Average
1683,Individu-1683,Laki-Laki,39,Diploma,15312.46,6254.46,20,Rural,Yes,70.5,65.82,HR,35,Average
1684,Individu-1684,Laki-Laki,46,SMA,17948.52,15924.38,76,Suburban,No,32.61,59.95,Marketing,7,Low Performer
1685,Individu-1685,Perempuan,49,Diploma,7266.58,1625.49,10,Rural,No,62.35,68.99,IT,11,Average
1686,Individu-1686,Perempuan,24,Sarjana,27564.04,11870.31,75,Rural,No,48.87,75.19,Marketing,20,Low Performer
1687,Individu-1687,Laki-Laki,30,Sarjana,7738.13,2590.97,26,Suburban,No,15.45,81.63,Operations,16,Low Performer
1688,Individu-1688,Laki-Laki,18,Doktor,28484.14,6773.32,46,Rural,Yes,2.93,74.13,Marketing,3,Low Performer
1689,Individu-1689,Laki-Laki,27,Magister,4850.29,8537.22,65,Urban,Yes,15.36,88.24,HR,35,Low Performer
1690,Individu-1690,Laki-Laki,52,Diploma,16926.98,3611.81,69,Suburban,Yes,37.56,64.02,IT,22,Low Performer
1691,Individu-1691,Perempuan,22,Sarjana,14944.64,2588.02,10,Urban,Yes,79.43,82.09,HR,4,Average
1692,Individu-1692,Perempuan,38,Doktor,25125.31,16582.16,66,Suburban,Yes,89.44,51.78,Operations,1,Average
1693,Individu-1693,Laki-Laki,46,Magister,13076.63,17233.32,63,Rural,Yes,85.44,67.52,IT,34,Average
1694,Individu-1694,Perempuan,44,SMA,8173.11,4018.83,18,Rural,Yes,1.76,50.63,Marketing,21,Low Performer
1695,Individu-1695,Perempuan,26,SMA,9192.19,15852.53,58,Urban,No,62.06,67.22,Operations,39,Average
1696,Individu-1696,Laki-Laki,36,Magister,27321.65,3768.66,68,Suburban,Yes,9.73,75.57,HR,26,Low Performer
1697,Individu-1697,Laki-Laki,34,Sarjana,23366.68,11376.85,37,Suburban,Yes,67.68,72.81,Operations,10,Average
1698,Individu-1698,Laki-Laki,61,Sarjana,11385.2,13459.42,56,Suburban,No,53.2,80.22,Finance,22,Average
1699,Individu-1699,Laki-Laki,39,Diploma,18314.05,18710.58,71,Rural,No,51.43,75.32,Finance,33,Average
1700,Individu-1700,Laki-Laki,45,Diploma,6974.31,1275.2,69,Suburban,Yes,3.1,99.84,Marketing,19,Low Performer
1701,Individu-1701,Laki-Laki,64,Magister,7314.61,14958.13,10,Rural,No,50.13,56.23,Marketing,5,Average
1702,Individu-1702,Laki-Laki,62,Doktor,23524.64,15165.74,36,Urban,No,43.39,61.16,Operations,19,Low Performer
1703,Individu-1703,Perempuan,27,SMA,28963.79,14362.28,73,Rural,Yes,73.9,50.66,Finance,28,Average
1704,Individu-1704,Laki-Laki,38,SMA,27347.95,19098.7,54,Urban,No,69.93,69.75,Operations,7,Average
1705,Individu-1705,Perempuan,28,Diploma,24468.08,17675.06,15,Rural,Yes,26.36,50.52,Finance,24,Low Performer
1706,Individu-1706,Laki-Laki,53,Sarjana,19922.51,17416.29,75,Urban,No,21.47,68.47,Operations,9,Low Performer
1707,Individu-1707,Perempuan,29,SMA,7517.73,12235.52,35,Suburban,Yes,40.61,50.9,IT,28,Low Performer
1708,Individu-1708,Laki-Laki,50,Magister,6639.0,17042.46,10,Suburban,Yes,49.37,66.34,Operations,4,Low Performer
1709,Individu-1709,Perempuan,46,Sarjana,20223.66,4781.0,44,Urban,Yes,90.88,82.29,HR,11,High Performer
1710,Individu-1710,Laki-Laki,28,Doktor,27807.07,7154.09,73,Suburban,No,17.14,78.54,Marketing,27,Low Performer
1711,Individu-1711,Perempuan,64,Magister,4090.03,9738.84,75,Urban,No,3.36,71.91,Operations,17,Low Performer
1712,Individu-1712,Perempuan,60,Sarjana,9102.37,10981.87,27,Urban,Yes,49.69,64.59,Operations,11,Low Performer
1713,Individu-1713,Laki-Laki,46,Sarjana,3386.96,19121.56,61,Urban,No,39.89,68.14,HR,10,Low Performer
1714,Individu-1714,Laki-Laki,38,SMA,14178.79,1268.45,57,Suburban,Yes,63.86,63.73,Marketing,13,Average
1715,Individu-1715,Laki-Laki,45,SMA,20427.2,18181.37,49,Suburban,Yes,56.43,72.56,Finance,28,Average
1716,Individu-1716,Laki-Laki,34,Sarjana,14788.41,5123.52,44,Suburban,No,79.12,65.77,Finance,32,Average
1717,Individu-1717,Perempuan,22,Diploma,5057.21,9877.31,24,Suburban,Yes,67.47,56.22,Finance,23,Average
1718,Individu-1718,Perempuan,29,Diploma,11795.8,611.26,19,Urban,Yes,56.85,90.53,Finance,19,Average
1719,Individu-1719,Laki-Laki,23,Doktor,26045.82,6900.2,35,Urban,Yes,38.48,92.87,Operations,24,Low Performer
1720,Individu-1720,Laki-Laki,63,Diploma,16726.78,5615.09,49,Suburban,No,75.48,96.17,HR,35,Average
1721,Individu-1721,Laki-Laki,55,Diploma,11561.71,5793.48,72,Urban,Yes,69.93,87.43,HR,20,Average
1722,Individu-1722,Laki-Laki,42,Sarjana,17647.66,3708.96,62,Suburban,Yes,60.4,63.01,Marketing,37,Average
1723,Individu-1723,Laki-Laki,31,SMA,21031.54,16863.51,15,Suburban,Yes,23.57,82.6,Finance,18,Low Performer
1724,Individu-1724,Perempuan,52,SMA,17986.91,5995.11,11,Suburban,Yes,76.57,75.9,IT,36,Average
1725,Individu-1725,Perempuan,44,Doktor,6960.23,16491.12,37,Urban,No,39.06,93.76,Operations,38,Low Performer
1726,Individu-1726,Perempuan,44,Diploma,15230.1,14340.88,25,Rural,No,27.17,70.89,Marketing,28,Low Performer
1727,Individu-1727,Perempuan,23,Diploma,2447.12,5467.35,13,Urban,No,93.43,91.86,Marketing,3,High Performer
1728,Individu-1728,Laki-Laki,38,Doktor,2248.29,1887.38,46,Rural,No,97.81,85.72,Marketing,4,High Performer
1729,Individu-1729,Laki-Laki,31,Diploma,12064.8,18734.58,13,Urban,Yes,91.85,53.82,HR,30,Average
1730,Individu-1730,Laki-Laki,39,SMA,21040.28,13150.57,42,Urban,Yes,63.3,91.28,IT,6,Average
1731,Individu-1731,Perempuan,50,Diploma,11799.76,6974.53,70,Rural,Yes,15.86,82.05,Finance,22,Low Performer
1732,Individu-1732,Laki-Laki,53,SMA,11903.8,11415.97,72,Rural,Yes,67.26,91.46,Marketing,24,Average
1733,Individu-1733,Laki-Laki,19,Doktor,14576.76,18140.34,46,Rural,No,22.86,81.92,Operations,28,Low Performer
1734,Individu-1734,Laki-Laki,30,Sarjana,4456.25,16787.5,52,Suburban,No,81.76,66.36,HR,35,Average
1735,Individu-1735,Perempuan,22,Doktor,25494.8,8929.51,52,Rural,No,27.57,88.72,Finance,39,Low Performer
